Wiggle_Index,Date,Time,Genotype,Pesticide,Dose,Rep,Location
6.0866,06Mar21,45min,FB > Cyp6g1,Malathion,20ppm,rep2,LowRight
2.8082,06Mar21,45min,FB > NULL,Bendiocarb,20ppm,rep1,LowRight
1.9147,06Mar21,45min,FB > NULL,Bendiocarb,20ppm,rep2,LowRight
5.8328,06Mar21,45min,FB > NULL,Imidacloprid,20ppm,rep1,LowRight
4.4078,06Mar21,45min,FB > NULL,Imidacloprid,20ppm,rep2,LowRight
5.6275,06Mar21,45min,FB > NULL,Malathion,20ppm,rep1,LowRight
5.5929,06Mar21,45min,FB > NULL,Malathion,20ppm,rep2,LowRight
2.1582,06Mar21,45min,TB > Cyp6g1,Bendiocarb,20ppm,rep1,LowRight
1.505,06Mar21,45min,TB > Cyp6g1,Bendiocarb,20ppm,rep2,LowRight
5.0264,06Mar21,45min,TB > Cyp6g1,Imidacloprid,20ppm,rep1,LowRight
4.4618,06Mar21,45min,TB > Cyp6g1,Imidacloprid,20ppm,rep2,LowRight
4.2331,06Mar21,45min,TB > Cyp6g1,Malathion,20ppm,rep1,LowRight
3.6549,06Mar21,45min,TB > Cyp6g1,Malathion,20ppm,rep2,LowRight
0.9997,06Mar21,45min,TB > NULL,Bendiocarb,20ppm,rep1,LowRight
1.1221,06Mar21,45min,TB > NULL,Bendiocarb,20ppm,rep2,LowRight
3.7592,06Mar21,45min,TB > NULL,Imidacloprid,20ppm,rep1,LowRight
3.5991,06Mar21,45min,TB > NULL,Imidacloprid,20ppm,rep2,LowRight
3.8243,06Mar21,45min,TB > NULL,Malathion,20ppm,rep1,LowRight
1.3491,06Mar21,45min,TB > NULL,Malathion,20ppm,rep2,LowRight
5.1458,06Mar21,5min,FB > Cyp6g1,Bendiocarb,20ppm,rep1,LowRight
4.8379,06Mar21,5min,FB > Cyp6g1,Bendiocarb,20ppm,rep2,LowRight
5.6562,06Mar21,5min,FB > Cyp6g1,Imidacloprid,20ppm,rep1,LowRight
2.193,06Mar21,5min,FB > Cyp6g1,Imidacloprid,20ppm,rep2,LowRight
7.2997,06Mar21,5min,FB > Cyp6g1,Malathion,20ppm,rep1,LowRight
2.8768,06Mar21,5min,FB > Cyp6g1,Malathion,20ppm,rep2,LowRight
2.4131,06Mar21,5min,FB > NULL,Bendiocarb,20ppm,rep1,LowRight
3.9426,06Mar21,5min,FB > NULL,Bendiocarb,20ppm,rep2,LowRight
5.1349,06Mar21,5min,FB > NULL,Imidacloprid,20ppm,rep1,LowRight
4.7197,06Mar21,5min,FB > NULL,Imidacloprid,20ppm,rep2,LowRight
4.3162,06Mar21,5min,FB > NULL,Malathion,20ppm,rep1,LowRight
3.7786,06Mar21,5min,FB > NULL,Malathion,20ppm,rep2,LowRight
6.6644,06Mar21,5min,TB > Cyp6g1,Bendiocarb,20ppm,rep1,LowRight
5.5043,06Mar21,5min,TB > Cyp6g1,Bendiocarb,20ppm,rep2,LowRight
3.5834,06Mar21,5min,TB > Cyp6g1,Imidacloprid,20ppm,rep1,LowRight
2.7415,06Mar21,5min,TB > Cyp6g1,Imidacloprid,20ppm,rep2,LowRight
4.9334,06Mar21,5min,TB > Cyp6g1,Malathion,20ppm,rep1,LowRight
3.6447,06Mar21,5min,TB > Cyp6g1,Malathion,20ppm,rep2,LowRight
5.7684,06Mar21,5min,TB > NULL,Bendiocarb,20ppm,rep1,LowRight
5.6475,06Mar21,5min,TB > NULL,Bendiocarb,20ppm,rep2,LowRight
3.6924,06Mar21,5min,TB > NULL,Imidacloprid,20ppm,rep1,LowRight
2.2804,06Mar21,5min,TB > NULL,Imidacloprid,20ppm,rep2,LowRight
6.0163,06Mar21,5min,TB > NULL,Malathion,20ppm,rep1,LowRight
4.1481,06Mar21,5min,TB > NULL,Malathion,20ppm,rep2,LowRight
1.7136,06Mar21,60min,FB > Cyp6g1,Bendiocarb,20ppm,rep1,LowRight
1.6013,06Mar21,60min,FB > Cyp6g1,Bendiocarb,20ppm,rep2,LowRight
4.4714,06Mar21,60min,FB > Cyp6g1,Imidacloprid,20ppm,rep1,LowRight
3.845,06Mar21,60min,FB > Cyp6g1,Imidacloprid,20ppm,rep2,LowRight
4.2507,06Mar21,60min,FB > Cyp6g1,Malathion,20ppm,rep1,LowRight
4.498,06Mar21,60min,FB > Cyp6g1,Malathion,20ppm,rep2,LowRight
2.7076,06Mar21,60min,FB > NULL,Bendiocarb,20ppm,rep1,LowRight
1.7534,06Mar21,60min,FB > NULL,Bendiocarb,20ppm,rep2,LowRight
4.3457,06Mar21,60min,FB > NULL,Imidacloprid,20ppm,rep1,LowRight
4.0928,06Mar21,60min,FB > NULL,Imidacloprid,20ppm,rep2,LowRight
3.9346,06Mar21,60min,FB > NULL,Malathion,20ppm,rep1,LowRight
4.5387,06Mar21,60min,FB > NULL,Malathion,20ppm,rep2,LowRight
1.4633,06Mar21,60min,TB > Cyp6g1,Bendiocarb,20ppm,rep1,LowRight
1.2234,06Mar21,60min,TB > Cyp6g1,Bendiocarb,20ppm,rep2,LowRight
5.2339,06Mar21,60min,TB > Cyp6g1,Imidacloprid,20ppm,rep1,LowRight
4.0056,06Mar21,60min,TB > Cyp6g1,Imidacloprid,20ppm,rep2,LowRight
2.5991,06Mar21,60min,TB > Cyp6g1,Malathion,20ppm,rep1,LowRight
2.0397,06Mar21,60min,TB > Cyp6g1,Malathion,20ppm,rep2,LowRight
1.4273,06Mar21,60min,TB > NULL,Bendiocarb,20ppm,rep1,LowRight
1.4495,06Mar21,60min,TB > NULL,Bendiocarb,20ppm,rep2,LowRight
4.1975,06Mar21,60min,TB > NULL,Imidacloprid,20ppm,rep1,LowRight
2.9093,06Mar21,60min,TB > NULL,Imidacloprid,20ppm,rep2,LowRight
1.8351,06Mar21,60min,TB > NULL,Malathion,20ppm,rep1,LowRight
0.7093,06Mar21,60min,TB > NULL,Malathion,20ppm,rep2,LowRight
1.6467,06Mar21,90min,FB > Cyp6g1,Bendiocarb,20ppm,rep1,LowRight
2.5932,06Mar21,90min,FB > Cyp6g1,Bendiocarb,20ppm,rep2,LowRight
5.1757,06Mar21,90min,FB > Cyp6g1,Imidacloprid,20ppm,rep1,LowRight
4.758,06Mar21,90min,FB > Cyp6g1,Imidacloprid,20ppm,rep2,LowRight
4.2449,06Mar21,90min,FB > Cyp6g1,Malathion,20ppm,rep1,LowRight
3.3754,06Mar21,90min,FB > Cyp6g1,Malathion,20ppm,rep2,LowRight
4.3868,06Mar21,90min,FB > NULL,Bendiocarb,20ppm,rep1,LowRight
1.7978,06Mar21,90min,FB > NULL,Bendiocarb,20ppm,rep2,LowRight
3.0061,06Mar21,90min,FB > NULL,Imidacloprid,20ppm,rep1,LowRight
3.3291,06Mar21,90min,FB > NULL,Imidacloprid,20ppm,rep2,LowRight
6.4946,06Mar21,90min,FB > NULL,Malathion,20ppm,rep1,LowRight
4.5901,06Mar21,90min,FB > NULL,Malathion,20ppm,rep2,LowRight
2.6335,06Mar21,90min,TB > Cyp6g1,Bendiocarb,20ppm,rep1,LowRight
1.7544,06Mar21,90min,TB > Cyp6g1,Bendiocarb,20ppm,rep2,LowRight
4.1365,06Mar21,90min,TB > Cyp6g1,Imidacloprid,20ppm,rep1,LowRight
3.8802,06Mar21,90min,TB > Cyp6g1,Imidacloprid,20ppm,rep2,LowRight
0.7709,06Mar21,90min,TB > Cyp6g1,Malathion,20ppm,rep1,LowRight
0.9195,06Mar21,90min,TB > Cyp6g1,Malathion,20ppm,rep2,LowRight
2.613,06Mar21,90min,TB > NULL,Bendiocarb,20ppm,rep1,LowRight
1.0488,06Mar21,90min,TB > NULL,Bendiocarb,20ppm,rep2,LowRight
4.4924,06Mar21,90min,TB > NULL,Imidacloprid,20ppm,rep1,LowRight
4.4466,06Mar21,90min,TB > NULL,Imidacloprid,20ppm,rep2,LowRight
1.1816,06Mar21,90min,TB > NULL,Malathion,20ppm,rep1,LowRight
0.545,06Mar21,90min,TB > NULL,Malathion,20ppm,rep2,LowRight
3.9871,06Mar21,0min,FB > Cyp6g1,Bendiocarb,20ppm,rep1,TopLeft
4.9966,06Mar21,0min,FB > Cyp6g1,Bendiocarb,20ppm,rep2,TopLeft
5.6069,06Mar21,0min,FB > Cyp6g1,Imidacloprid,20ppm,rep1,TopLeft
5.1623,06Mar21,0min,FB > Cyp6g1,Imidacloprid,20ppm,rep2,TopLeft
7.019,06Mar21,0min,FB > Cyp6g1,Malathion,20ppm,rep1,TopLeft
4.4159,06Mar21,0min,FB > Cyp6g1,Malathion,20ppm,rep2,TopLeft
6.1817,06Mar21,0min,FB > NULL,Bendiocarb,20ppm,rep1,TopLeft
4.2373,06Mar21,0min,FB > NULL,Bendiocarb,20ppm,rep2,TopLeft
5.7378,06Mar21,0min,FB > NULL,Imidacloprid,20ppm,rep1,TopLeft
3.0346,06Mar21,0min,FB > NULL,Imidacloprid,20ppm,rep2,TopLeft
3.9093,06Mar21,0min,FB > NULL,Malathion,20ppm,rep1,TopLeft
4.3949,06Mar21,0min,FB > NULL,Malathion,20ppm,rep2,TopLeft
4.7565,06Mar21,0min,TB > Cyp6g1,Bendiocarb,20ppm,rep1,TopLeft
4.6565,06Mar21,0min,TB > Cyp6g1,Bendiocarb,20ppm,rep2,TopLeft
3.6964,06Mar21,0min,TB > Cyp6g1,Imidacloprid,20ppm,rep1,TopLeft
3.716,06Mar21,0min,TB > Cyp6g1,Imidacloprid,20ppm,rep2,TopLeft
4.1854,06Mar21,0min,TB > Cyp6g1,Malathion,20ppm,rep1,TopLeft
5.1877,06Mar21,0min,TB > Cyp6g1,Malathion,20ppm,rep2,TopLeft
4.8166,06Mar21,0min,TB > NULL,Bendiocarb,20ppm,rep1,TopLeft
4.2295,06Mar21,0min,TB > NULL,Bendiocarb,20ppm,rep2,TopLeft
6.6553,06Mar21,0min,TB > NULL,Imidacloprid,20ppm,rep1,TopLeft
4.844,06Mar21,0min,TB > NULL,Imidacloprid,20ppm,rep2,TopLeft
4.7199,06Mar21,0min,TB > NULL,Malathion,20ppm,rep1,TopLeft
5.9309,06Mar21,0min,TB > NULL,Malathion,20ppm,rep2,TopLeft
5.4075,06Mar21,10min,FB > Cyp6g1,Bendiocarb,20ppm,rep1,TopLeft
4.6403,06Mar21,10min,FB > Cyp6g1,Bendiocarb,20ppm,rep2,TopLeft
3.9674,06Mar21,10min,FB > Cyp6g1,Imidacloprid,20ppm,rep1,TopLeft
5.1461,06Mar21,10min,FB > Cyp6g1,Imidacloprid,20ppm,rep2,TopLeft
6.397,06Mar21,10min,FB > Cyp6g1,Malathion,20ppm,rep1,TopLeft
4.9081,06Mar21,10min,FB > Cyp6g1,Malathion,20ppm,rep2,TopLeft
8.3966,06Mar21,10min,FB > NULL,Bendiocarb,20ppm,rep1,TopLeft
4.528,06Mar21,10min,FB > NULL,Bendiocarb,20ppm,rep2,TopLeft
4.073,06Mar21,10min,FB > NULL,Imidacloprid,20ppm,rep1,TopLeft
2.3774,06Mar21,10min,FB > NULL,Imidacloprid,20ppm,rep2,TopLeft
3.6462,06Mar21,10min,FB > NULL,Malathion,20ppm,rep1,TopLeft
6.4245,06Mar21,10min,FB > NULL,Malathion,20ppm,rep2,TopLeft
5.3796,06Mar21,10min,TB > Cyp6g1,Bendiocarb,20ppm,rep1,TopLeft
2.9268,06Mar21,10min,TB > Cyp6g1,Bendiocarb,20ppm,rep2,TopLeft
4.1434,06Mar21,10min,TB > Cyp6g1,Imidacloprid,20ppm,rep1,TopLeft
4.9139,06Mar21,10min,TB > Cyp6g1,Imidacloprid,20ppm,rep2,TopLeft
6.8091,06Mar21,10min,TB > Cyp6g1,Malathion,20ppm,rep1,TopLeft
5.3819,06Mar21,10min,TB > Cyp6g1,Malathion,20ppm,rep2,TopLeft
6.8034,06Mar21,10min,TB > NULL,Bendiocarb,20ppm,rep1,TopLeft
2.5212,06Mar21,10min,TB > NULL,Bendiocarb,20ppm,rep2,TopLeft
2.7524,06Mar21,10min,TB > NULL,Imidacloprid,20ppm,rep1,TopLeft
2.6194,06Mar21,10min,TB > NULL,Imidacloprid,20ppm,rep2,TopLeft
4.9771,06Mar21,10min,TB > NULL,Malathion,20ppm,rep1,TopLeft
6.54,06Mar21,10min,TB > NULL,Malathion,20ppm,rep2,TopLeft
3.2213,06Mar21,120min,FB > Cyp6g1,Bendiocarb,20ppm,rep1,TopLeft
2.631,06Mar21,120min,FB > Cyp6g1,Bendiocarb,20ppm,rep2,TopLeft
4.4977,06Mar21,120min,FB > Cyp6g1,Imidacloprid,20ppm,rep1,TopLeft
4.583,06Mar21,120min,FB > Cyp6g1,Imidacloprid,20ppm,rep2,TopLeft
5.2305,06Mar21,120min,FB > Cyp6g1,Malathion,20ppm,rep1,TopLeft
4.101,06Mar21,120min,FB > Cyp6g1,Malathion,20ppm,rep2,TopLeft
3.7656,06Mar21,120min,FB > NULL,Bendiocarb,20ppm,rep1,TopLeft
3.4869,06Mar21,120min,FB > NULL,Bendiocarb,20ppm,rep2,TopLeft
2.9146,06Mar21,120min,FB > NULL,Imidacloprid,20ppm,rep1,TopLeft
4.7239,06Mar21,120min,FB > NULL,Imidacloprid,20ppm,rep2,TopLeft
3.846,06Mar21,120min,FB > NULL,Malathion,20ppm,rep1,TopLeft
5.3768,06Mar21,120min,FB > NULL,Malathion,20ppm,rep2,TopLeft
2.3717,06Mar21,120min,TB > Cyp6g1,Bendiocarb,20ppm,rep1,TopLeft
1.7373,06Mar21,120min,TB > Cyp6g1,Bendiocarb,20ppm,rep2,TopLeft
2.3856,06Mar21,120min,TB > Cyp6g1,Imidacloprid,20ppm,rep1,TopLeft
3.7895,06Mar21,120min,TB > Cyp6g1,Imidacloprid,20ppm,rep2,TopLeft
1.0785,06Mar21,120min,TB > Cyp6g1,Malathion,20ppm,rep1,TopLeft
0.6049,06Mar21,120min,TB > Cyp6g1,Malathion,20ppm,rep2,TopLeft
1.3971,06Mar21,120min,TB > NULL,Bendiocarb,20ppm,rep1,TopLeft
1.3177,06Mar21,120min,TB > NULL,Bendiocarb,20ppm,rep2,TopLeft
3.0925,06Mar21,120min,TB > NULL,Imidacloprid,20ppm,rep1,TopLeft
3.4358,06Mar21,120min,TB > NULL,Imidacloprid,20ppm,rep2,TopLeft
1.5089,06Mar21,120min,TB > NULL,Malathion,20ppm,rep1,TopLeft
0.5854,06Mar21,120min,TB > NULL,Malathion,20ppm,rep2,TopLeft
6.5533,06Mar21,15min,FB > Cyp6g1,Bendiocarb,20ppm,rep1,TopLeft
4.1449,06Mar21,15min,FB > Cyp6g1,Bendiocarb,20ppm,rep2,TopLeft
3.7546,06Mar21,15min,FB > Cyp6g1,Imidacloprid,20ppm,rep1,TopLeft
2.4892,06Mar21,15min,FB > Cyp6g1,Imidacloprid,20ppm,rep2,TopLeft
4.389,06Mar21,15min,FB > Cyp6g1,Malathion,20ppm,rep1,TopLeft
4.2515,06Mar21,15min,FB > Cyp6g1,Malathion,20ppm,rep2,TopLeft
4.7183,06Mar21,15min,FB > NULL,Bendiocarb,20ppm,rep1,TopLeft
3.8286,06Mar21,15min,FB > NULL,Bendiocarb,20ppm,rep2,TopLeft
3.4624,06Mar21,15min,FB > NULL,Imidacloprid,20ppm,rep1,TopLeft
2.1425,06Mar21,15min,FB > NULL,Imidacloprid,20ppm,rep2,TopLeft
3.785,06Mar21,15min,FB > NULL,Malathion,20ppm,rep1,TopLeft
5.7797,06Mar21,15min,FB > NULL,Malathion,20ppm,rep2,TopLeft
3.1337,06Mar21,15min,TB > Cyp6g1,Bendiocarb,20ppm,rep1,TopLeft
2.3197,06Mar21,15min,TB > Cyp6g1,Bendiocarb,20ppm,rep2,TopLeft
4.0311,06Mar21,15min,TB > Cyp6g1,Imidacloprid,20ppm,rep1,TopLeft
3.4101,06Mar21,15min,TB > Cyp6g1,Imidacloprid,20ppm,rep2,TopLeft
3.428,06Mar21,15min,TB > Cyp6g1,Malathion,20ppm,rep1,TopLeft
4.7383,06Mar21,15min,TB > Cyp6g1,Malathion,20ppm,rep2,TopLeft
2.665,06Mar21,15min,TB > NULL,Bendiocarb,20ppm,rep1,TopLeft
2.6542,06Mar21,15min,TB > NULL,Bendiocarb,20ppm,rep2,TopLeft
3.8758,06Mar21,15min,TB > NULL,Imidacloprid,20ppm,rep1,TopLeft
3.4966,06Mar21,15min,TB > NULL,Imidacloprid,20ppm,rep2,TopLeft
6.1268,06Mar21,15min,TB > NULL,Malathion,20ppm,rep1,TopLeft
7.2644,06Mar21,15min,TB > NULL,Malathion,20ppm,rep2,TopLeft
4.9631,06Mar21,30min,FB > Cyp6g1,Bendiocarb,20ppm,rep1,TopLeft
1.7381,06Mar21,30min,FB > Cyp6g1,Bendiocarb,20ppm,rep2,TopLeft
4.6215,06Mar21,30min,FB > Cyp6g1,Imidacloprid,20ppm,rep1,TopLeft
3.2046,06Mar21,30min,FB > Cyp6g1,Imidacloprid,20ppm,rep2,TopLeft
5.2163,06Mar21,30min,FB > Cyp6g1,Malathion,20ppm,rep1,TopLeft
3.7073,06Mar21,30min,FB > Cyp6g1,Malathion,20ppm,rep2,TopLeft
7.5125,06Mar21,30min,FB > NULL,Bendiocarb,20ppm,rep1,TopLeft
3.1,06Mar21,30min,FB > NULL,Bendiocarb,20ppm,rep2,TopLeft
3.8735,06Mar21,30min,FB > NULL,Imidacloprid,20ppm,rep1,TopLeft
5.3127,06Mar21,30min,FB > NULL,Imidacloprid,20ppm,rep2,TopLeft
6.1875,06Mar21,30min,FB > NULL,Malathion,20ppm,rep1,TopLeft
8.6058,06Mar21,30min,FB > NULL,Malathion,20ppm,rep2,TopLeft
3.0312,06Mar21,30min,TB > Cyp6g1,Bendiocarb,20ppm,rep1,TopLeft
1.3944,06Mar21,30min,TB > Cyp6g1,Bendiocarb,20ppm,rep2,TopLeft
2.7519,06Mar21,30min,TB > Cyp6g1,Imidacloprid,20ppm,rep1,TopLeft
4.971,06Mar21,30min,TB > Cyp6g1,Imidacloprid,20ppm,rep2,TopLeft
3.7472,06Mar21,30min,TB > Cyp6g1,Malathion,20ppm,rep1,TopLeft
4.496,06Mar21,30min,TB > Cyp6g1,Malathion,20ppm,rep2,TopLeft
2.1028,06Mar21,30min,TB > NULL,Bendiocarb,20ppm,rep1,TopLeft
2.1192,06Mar21,30min,TB > NULL,Bendiocarb,20ppm,rep2,TopLeft
2.2476,06Mar21,30min,TB > NULL,Imidacloprid,20ppm,rep1,TopLeft
4.2416,06Mar21,30min,TB > NULL,Imidacloprid,20ppm,rep2,TopLeft
4.7562,06Mar21,30min,TB > NULL,Malathion,20ppm,rep1,TopLeft
4.6937,06Mar21,30min,TB > NULL,Malathion,20ppm,rep2,TopLeft
2.9738,06Mar21,45min,FB > Cyp6g1,Bendiocarb,20ppm,rep1,TopLeft
1.741,06Mar21,45min,FB > Cyp6g1,Bendiocarb,20ppm,rep2,TopLeft
3.9185,06Mar21,45min,FB > Cyp6g1,Imidacloprid,20ppm,rep1,TopLeft
4.7964,06Mar21,45min,FB > Cyp6g1,Imidacloprid,20ppm,rep2,TopLeft
6.0665,06Mar21,45min,FB > Cyp6g1,Malathion,20ppm,rep1,TopLeft
4.6788,06Mar21,45min,FB > Cyp6g1,Malathion,20ppm,rep2,TopLeft
3.8135,06Mar21,45min,FB > NULL,Bendiocarb,20ppm,rep1,TopLeft
3.1624,06Mar21,45min,FB > NULL,Bendiocarb,20ppm,rep2,TopLeft
3.2842,06Mar21,45min,FB > NULL,Imidacloprid,20ppm,rep1,TopLeft
4.3357,06Mar21,45min,FB > NULL,Imidacloprid,20ppm,rep2,TopLeft
5.0841,06Mar21,45min,FB > NULL,Malathion,20ppm,rep1,TopLeft
4.8078,06Mar21,45min,FB > NULL,Malathion,20ppm,rep2,TopLeft
1.964,06Mar21,45min,TB > Cyp6g1,Bendiocarb,20ppm,rep1,TopLeft
1.6474,06Mar21,45min,TB > Cyp6g1,Bendiocarb,20ppm,rep2,TopLeft
2.5438,06Mar21,45min,TB > Cyp6g1,Imidacloprid,20ppm,rep1,TopLeft
5.8772,06Mar21,45min,TB > Cyp6g1,Imidacloprid,20ppm,rep2,TopLeft
4.0353,06Mar21,45min,TB > Cyp6g1,Malathion,20ppm,rep1,TopLeft
4.4427,06Mar21,45min,TB > Cyp6g1,Malathion,20ppm,rep2,TopLeft
1.2106,06Mar21,45min,TB > NULL,Bendiocarb,20ppm,rep1,TopLeft
3.1766,06Mar21,45min,TB > NULL,Bendiocarb,20ppm,rep2,TopLeft
3.0486,06Mar21,45min,TB > NULL,Imidacloprid,20ppm,rep1,TopLeft
3.4228,06Mar21,45min,TB > NULL,Imidacloprid,20ppm,rep2,TopLeft
3.2649,06Mar21,45min,TB > NULL,Malathion,20ppm,rep1,TopLeft
2.2702,06Mar21,45min,TB > NULL,Malathion,20ppm,rep2,TopLeft
5.7841,06Mar21,5min,FB > Cyp6g1,Bendiocarb,20ppm,rep1,TopLeft
4.2786,06Mar21,5min,FB > Cyp6g1,Bendiocarb,20ppm,rep2,TopLeft
4.7057,06Mar21,5min,FB > Cyp6g1,Imidacloprid,20ppm,rep1,TopLeft
4.1981,06Mar21,5min,FB > Cyp6g1,Imidacloprid,20ppm,rep2,TopLeft
5.8728,06Mar21,5min,FB > Cyp6g1,Malathion,20ppm,rep1,TopLeft
4.9371,06Mar21,5min,FB > Cyp6g1,Malathion,20ppm,rep2,TopLeft
5.2303,06Mar21,5min,FB > NULL,Bendiocarb,20ppm,rep1,TopLeft
4.4384,06Mar21,5min,FB > NULL,Bendiocarb,20ppm,rep2,TopLeft
4.5319,06Mar21,5min,FB > NULL,Imidacloprid,20ppm,rep1,TopLeft
4.1229,06Mar21,5min,FB > NULL,Imidacloprid,20ppm,rep2,TopLeft
6.2292,06Mar21,5min,FB > NULL,Malathion,20ppm,rep1,TopLeft
4.6296,06Mar21,5min,FB > NULL,Malathion,20ppm,rep2,TopLeft
4.0123,06Mar21,5min,TB > Cyp6g1,Bendiocarb,20ppm,rep1,TopLeft
5.772,06Mar21,5min,TB > Cyp6g1,Bendiocarb,20ppm,rep2,TopLeft
3.4803,06Mar21,5min,TB > Cyp6g1,Imidacloprid,20ppm,rep1,TopLeft
3.828,06Mar21,5min,TB > Cyp6g1,Imidacloprid,20ppm,rep2,TopLeft
5.7697,06Mar21,5min,TB > Cyp6g1,Malathion,20ppm,rep1,TopLeft
5.0115,06Mar21,5min,TB > Cyp6g1,Malathion,20ppm,rep2,TopLeft
5.4301,06Mar21,5min,TB > NULL,Bendiocarb,20ppm,rep1,TopLeft
5.6778,06Mar21,5min,TB > NULL,Bendiocarb,20ppm,rep2,TopLeft
3.3617,06Mar21,5min,TB > NULL,Imidacloprid,20ppm,rep1,TopLeft
2.9604,06Mar21,5min,TB > NULL,Imidacloprid,20ppm,rep2,TopLeft
4.8935,06Mar21,5min,TB > NULL,Malathion,20ppm,rep1,TopLeft
5.282,06Mar21,5min,TB > NULL,Malathion,20ppm,rep2,TopLeft
2.8823,06Mar21,60min,FB > Cyp6g1,Bendiocarb,20ppm,rep1,TopLeft
1.9685,06Mar21,60min,FB > Cyp6g1,Bendiocarb,20ppm,rep2,TopLeft
4.3908,06Mar21,60min,FB > Cyp6g1,Imidacloprid,20ppm,rep1,TopLeft
3.6927,06Mar21,60min,FB > Cyp6g1,Imidacloprid,20ppm,rep2,TopLeft
4.4557,06Mar21,60min,FB > Cyp6g1,Malathion,20ppm,rep1,TopLeft
4.2821,06Mar21,60min,FB > Cyp6g1,Malathion,20ppm,rep2,TopLeft
5.9262,06Mar21,60min,FB > NULL,Bendiocarb,20ppm,rep1,TopLeft
2.129,06Mar21,60min,FB > NULL,Bendiocarb,20ppm,rep2,TopLeft
5.0316,06Mar21,60min,FB > NULL,Imidacloprid,20ppm,rep1,TopLeft
4.4646,06Mar21,60min,FB > NULL,Imidacloprid,20ppm,rep2,TopLeft
4.1391,06Mar21,60min,FB > NULL,Malathion,20ppm,rep1,TopLeft
5.9834,06Mar21,60min,FB > NULL,Malathion,20ppm,rep2,TopLeft
1.6368,06Mar21,60min,TB > Cyp6g1,Bendiocarb,20ppm,rep1,TopLeft
2.2906,06Mar21,60min,TB > Cyp6g1,Bendiocarb,20ppm,rep2,TopLeft
2.6342,06Mar21,60min,TB > Cyp6g1,Imidacloprid,20ppm,rep1,TopLeft
3.0903,06Mar21,60min,TB > Cyp6g1,Imidacloprid,20ppm,rep2,TopLeft
3.1663,06Mar21,60min,TB > Cyp6g1,Malathion,20ppm,rep1,TopLeft
3.1589,06Mar21,60min,TB > Cyp6g1,Malathion,20ppm,rep2,TopLeft
1.6388,06Mar21,60min,TB > NULL,Bendiocarb,20ppm,rep1,TopLeft
1.4674,06Mar21,60min,TB > NULL,Bendiocarb,20ppm,rep2,TopLeft
2.6048,06Mar21,60min,TB > NULL,Imidacloprid,20ppm,rep1,TopLeft
4.4955,06Mar21,60min,TB > NULL,Imidacloprid,20ppm,rep2,TopLeft
2.1087,06Mar21,60min,TB > NULL,Malathion,20ppm,rep1,TopLeft
2.1918,06Mar21,60min,TB > NULL,Malathion,20ppm,rep2,TopLeft
3.6837,06Mar21,90min,FB > Cyp6g1,Bendiocarb,20ppm,rep1,TopLeft
2.5021,06Mar21,90min,FB > Cyp6g1,Bendiocarb,20ppm,rep2,TopLeft
4.5399,06Mar21,90min,FB > Cyp6g1,Imidacloprid,20ppm,rep1,TopLeft
4.0013,06Mar21,90min,FB > Cyp6g1,Imidacloprid,20ppm,rep2,TopLeft
5.4657,06Mar21,90min,FB > Cyp6g1,Malathion,20ppm,rep1,TopLeft
4.5599,06Mar21,90min,FB > Cyp6g1,Malathion,20ppm,rep2,TopLeft
3.8083,06Mar21,90min,FB > NULL,Bendiocarb,20ppm,rep1,TopLeft
5.2367,06Mar21,90min,FB > NULL,Bendiocarb,20ppm,rep2,TopLeft
2.9126,06Mar21,90min,FB > NULL,Imidacloprid,20ppm,rep1,TopLeft
4.768,06Mar21,90min,FB > NULL,Imidacloprid,20ppm,rep2,TopLeft
4.1462,06Mar21,90min,FB > NULL,Malathion,20ppm,rep1,TopLeft
5.8142,06Mar21,90min,FB > NULL,Malathion,20ppm,rep2,TopLeft
2.409,06Mar21,90min,TB > Cyp6g1,Bendiocarb,20ppm,rep1,TopLeft
1.5665,06Mar21,90min,TB > Cyp6g1,Bendiocarb,20ppm,rep2,TopLeft
1.7428,06Mar21,90min,TB > Cyp6g1,Imidacloprid,20ppm,rep1,TopLeft
4.7979,06Mar21,90min,TB > Cyp6g1,Imidacloprid,20ppm,rep2,TopLeft
1.3409,06Mar21,90min,TB > Cyp6g1,Malathion,20ppm,rep1,TopLeft
0.8471,06Mar21,90min,TB > Cyp6g1,Malathion,20ppm,rep2,TopLeft
1.5744,06Mar21,90min,TB > NULL,Bendiocarb,20ppm,rep1,TopLeft
2.5104,06Mar21,90min,TB > NULL,Bendiocarb,20ppm,rep2,TopLeft
2.7567,06Mar21,90min,TB > NULL,Imidacloprid,20ppm,rep1,TopLeft
3.8604,06Mar21,90min,TB > NULL,Imidacloprid,20ppm,rep2,TopLeft
2.4373,06Mar21,90min,TB > NULL,Malathion,20ppm,rep1,TopLeft
1.1997,06Mar21,90min,TB > NULL,Malathion,20ppm,rep2,TopLeft
1.7322,06Mar21,0min,FB > Cyp6g1,Bendiocarb,20ppm,rep1,TopRight
3.5324,06Mar21,0min,FB > Cyp6g1,Bendiocarb,20ppm,rep2,TopRight
7.0655,06Mar21,0min,FB > Cyp6g1,Imidacloprid,20ppm,rep1,TopRight
7.0425,06Mar21,0min,FB > Cyp6g1,Imidacloprid,20ppm,rep2,TopRight
3.5808,06Mar21,0min,FB > Cyp6g1,Malathion,20ppm,rep1,TopRight
3.1088,06Mar21,0min,FB > Cyp6g1,Malathion,20ppm,rep2,TopRight
